type,oc_year,oc_data,oc_county,oc_region
住宅竊盜,110,0419,新北市,板橋區
住宅竊盜,110,0419,新竹縣,竹北市
住宅竊盜,110,0419,嘉義縣,六腳鄉
住宅竊盜,110,0419,臺北市,中正區
住宅竊盜,110,0419,臺北市,信義區
住宅竊盜,110,0419,新北市,永和區
住宅竊盜,110,0420,新北市,汐止區
住宅竊盜,110,0420,臺南市,仁德區
住宅竊盜,110,0420,嘉義市,西區
住宅竊盜,110,0420,雲林縣,北港鎮
住宅竊盜,110,0420,臺中市,新社區
住宅竊盜,110,0421,桃園市,大園區
住宅竊盜,110,0421,新竹縣,新埔鎮
住宅竊盜,110,0421,臺南市,南化區
住宅竊盜,110,0421,澎湖縣,馬公市
住宅竊盜,110,0422,新北市,中和區
住宅竊盜,110,0422,彰化縣,福興鄉
住宅竊盜,110,0422,新竹縣,湖口鄉
住宅竊盜,110,0422,金門縣,金湖鎮
住宅竊盜,110,0422,花蓮縣,豐濱鄉
住宅竊盜,110,0422,新北市,中和區
住宅竊盜,110,0422,苗栗縣,苑裡鎮
住宅竊盜,110,0423,新北市,中和區
住宅竊盜,110,0423,臺南市,安南區
住宅竊盜,110,0423,南投縣,竹山鎮
住宅竊盜,110,0423,新竹縣,竹東鎮
住宅竊盜,110,0423,金門縣,金沙鎮
住宅竊盜,110,0423,苗栗縣,公館鄉
住宅竊盜,110,0424,新北市,土城區
住宅竊盜,110,0424,新北市,中和區
住宅竊盜,110,0424,新北市,三重區
住宅竊盜,110,0424,苗栗縣,苗栗市
住宅竊盜,110,0424,澎湖縣,馬公市
住宅竊盜,110,0425,臺南市,左鎮區
住宅竊盜,110,0425,苗栗縣,頭份市
住宅竊盜,110,0425,高雄市,大樹區
住宅竊盜,110,0425,基隆市,七堵區
住宅竊盜,110,0426,臺南市,鹽水區
住宅竊盜,110,0426,新北市,新莊區
住宅竊盜,110,0427,金門縣,金城鎮
住宅竊盜,110,0427,臺北市,文山區
住宅竊盜,110,0428,南投縣,草屯鎮
住宅竊盜,110,0428,新竹市,東區
住宅竊盜,110,0429,新北市,中和區
住宅竊盜,110,0429,新北市,中和區
住宅竊盜,110,0429,新北市,新莊區
住宅竊盜,110,0430,雲林縣,崙背鄉
住宅竊盜,110,0430,新北市,中和區
住宅竊盜,110,0430,臺南市,安平區
住宅竊盜,110,0501,苗栗縣,大湖鄉
住宅竊盜,110,0501,花蓮縣,花蓮市
住宅竊盜,110,0501,苗栗縣,頭份市
住宅竊盜,110,0501,高雄市,大寮區
住宅竊盜,110,0501,臺北市,北投區
住宅竊盜,110,0502,苗栗縣,竹南鎮
住宅竊盜,110,0502,新竹縣,竹東鎮
住宅竊盜,110,0502,新竹市,東區
住宅竊盜,110,0502,基隆市,安樂區
住宅竊盜,110,0502,臺北市,內湖區
住宅竊盜,110,0503,南投縣,信義鄉
住宅竊盜,110,0504,臺南市,北區
住宅竊盜,110,0504,臺南市,官田區
住宅竊盜,110,0504,新北市,中和區
住宅竊盜,110,0504,基隆市,安樂區
住宅竊盜,110,0505,新北市,五股區
住宅竊盜,110,0505,桃園市,龜山區
住宅竊盜,110,0505,新北市,三重區
住宅竊盜,110,0506,臺南市,永康區
住宅竊盜,110,0506,嘉義縣,民雄鄉
住宅竊盜,110,0506,花蓮縣,瑞穗鄉
住宅竊盜,110,0506,新北市,樹林區
住宅竊盜,110,0506,新北市,永和區
住宅竊盜,110,0506,新北市,三重區
住宅竊盜,110,0506,新北市,新莊區
住宅竊盜,110,0506,新竹縣,寶山鄉
住宅竊盜,110,0506,桃園市,龜山區
住宅竊盜,110,0507,苗栗縣,苗栗市
住宅竊盜,110,0507,臺中市,清水區
住宅竊盜,110,0507,花蓮縣,萬榮鄉
住宅竊盜,110,0507,臺北市,北投區
住宅竊盜,110,0507,臺南市,新市區
住宅竊盜,110,0507,基隆市,暖暖區
住宅竊盜,110,0508,新北市,板橋區
住宅竊盜,110,0508,新北市,金山區
住宅竊盜,110,0508,新北市,中和區
住宅竊盜,110,0509,臺北市,大同區
住宅竊盜,110,0509,臺南市,新市區
住宅竊盜,110,0509,臺南市,歸仁區
住宅竊盜,110,0510,嘉義縣,朴子市
住宅竊盜,110,0510,臺東縣,臺東市
住宅竊盜,110,0511,高雄市,路竹區
住宅竊盜,110,0511,臺南市,安南區
住宅竊盜,110,0511,臺南市,安南區
住宅竊盜,110,0511,臺中市,沙鹿區
住宅竊盜,110,0512,屏東縣,屏東市
住宅竊盜,110,0512,臺南市,新化區
住宅竊盜,110,0512,臺南市,南區
住宅竊盜,110,0512,南投縣,草屯鎮
住宅竊盜,110,0512,臺北市,文山區
住宅竊盜,110,0513,雲林縣,臺西鄉
住宅竊盜,110,0513,屏東縣,屏東市
住宅竊盜,110,0513,臺南市,仁德區
住宅竊盜,110,0514,桃園市,大園區
住宅竊盜,110,0514,臺北市,大安區
住宅竊盜,110,0514,雲林縣,斗南鎮
住宅竊盜,110,0514,臺南市,鹽水區
住宅竊盜,110,0514,臺中市,清水區
住宅竊盜,110,0514,新竹縣,竹東鎮
住宅竊盜,110,0515,南投縣,埔里鎮
住宅竊盜,110,0516,臺南市,北區
住宅竊盜,110,0516,屏東縣,里港鄉
住宅竊盜,110,0517,連江縣,南竿鄉
住宅竊盜,110,0518,南投縣,竹山鎮
住宅竊盜,110,0518,南投縣,草屯鎮
住宅竊盜,110,0518,嘉義市,東區
住宅竊盜,110,0518,南投縣,草屯鎮
住宅竊盜,110,0521,南投縣,草屯鎮
住宅竊盜,110,0522,苗栗縣,竹南鎮
住宅竊盜,110,0522,基隆市,中正區
住宅竊盜,110,0523,臺中市,神岡區
住宅竊盜,110,0523,臺北市,中山區
住宅竊盜,110,0524,宜蘭縣,宜蘭市
住宅竊盜,110,0524,臺南市,關廟區
住宅竊盜,110,0525,南投縣,名間鄉
住宅竊盜,110,0525,澎湖縣,馬公市
住宅竊盜,110,0525,臺中市,西屯區
住宅竊盜,110,0525,新北市,樹林區
住宅竊盜,110,0526,新北市,永和區
住宅竊盜,110,0526,臺南市,將軍區
住宅竊盜,110,0526,臺中市,大里區
住宅竊盜,110,0526,新北市,中和區
住宅竊盜,110,0527,臺中市,西屯區
住宅竊盜,110,0528,新北市,新莊區
住宅竊盜,110,0529,臺北市,萬華區
住宅竊盜,110,0529,臺南市,安南區
住宅竊盜,110,0529,金門縣,金沙鎮
住宅竊盜,110,0530,雲林縣,虎尾鎮
住宅竊盜,110,0531,雲林縣,麥寮鄉
住宅竊盜,110,0601,新北市,蘆洲區
住宅竊盜,110,0602,臺南市,安定區
住宅竊盜,110,0603,雲林縣,虎尾鎮
住宅竊盜,110,0603,臺北市,士林區
住宅竊盜,110,0604,新北市,新莊區
住宅竊盜,110,0605,臺南市,柳營區
住宅竊盜,110,0605,臺北市,內湖區
住宅竊盜,110,0607,臺北市,南港區
住宅竊盜,110,0608,新竹縣,新豐鄉
住宅竊盜,110,0610,桃園市,桃園區
住宅竊盜,110,0611,新竹市,東區
住宅竊盜,110,0612,彰化縣,二林鎮
住宅竊盜,110,0612,南投縣,鹿谷鄉
住宅竊盜,110,0612,臺南市,安南區
住宅竊盜,110,0612,臺中市,西屯區
住宅竊盜,110,0613,臺中市,沙鹿區
住宅竊盜,110,0614,臺中市,北屯區
住宅竊盜,110,0614,南投縣,草屯鎮
住宅竊盜,110,0616,臺北市,大安區
住宅竊盜,110,0616,臺北市,信義區
住宅竊盜,110,0616,新北市,土城區
住宅竊盜,110,0616,臺中市,大安區
住宅竊盜,110,0616,基隆市,中正區
住宅竊盜,110,0617,臺中市,梧棲區
住宅竊盜,110,0617,臺南市,將軍區
住宅竊盜,110,0617,南投縣,埔里鎮
住宅竊盜,110,0618,臺北市,大安區
住宅竊盜,110,0619,基隆市,中山區
住宅竊盜,110,0620,雲林縣,北港鎮
住宅竊盜,110,0622,臺北市,文山區
住宅竊盜,110,0624,臺南市,新營區
住宅竊盜,110,0624,金門縣,金湖鎮
住宅竊盜,110,0628,嘉義縣,溪口鄉
住宅竊盜,110,0628,新北市,中和區
強制性交,110,0401,臺中市,北屯區
強制性交,110,0406,基隆市,七堵區
強制性交,110,0409,基隆市,安樂區
強制性交,110,0410,南投縣,草屯鎮
強制性交,110,0411,高雄市,路竹區
強制性交,110,0411,嘉義縣,中埔鄉
強制性交,110,0411,嘉義縣,太保市
強制性交,110,0413,臺南市,新化區
強制性交,110,0413,雲林縣,臺西鄉
強制性交,110,0418,新竹市,北區
強制性交,110,0419,臺南市,永康區
強制性交,110,0423,臺南市,下營區
強制性交,110,0423,臺南市,安南區
強制性交,110,0425,澎湖縣,馬公市
強制性交,110,0426,新北市,泰山區
強制性交,110,0427,嘉義縣,太保市
強制性交,110,0428,臺南市,安南區
強制性交,110,0429,基隆市,仁愛區
強制性交,110,0429,臺南市,南區
強制性交,110,0430,桃園市,大園區
強制性交,110,0506,桃園市,平鎮區
強制性交,110,0508,新北市,板橋區
強制性交,110,0509,基隆市,安樂區
強制性交,110,0509,臺南市,歸仁區
強制性交,110,0510,臺中市,北屯區
強制性交,110,0511,臺北市,大安區
強制性交,110,0514,嘉義縣,朴子市
強制性交,110,0515,臺南市,北區
強制性交,110,0517,澎湖縣,馬公市
強制性交,110,0522,基隆市,安樂區
強制性交,110,0523,南投縣,南投市
強制性交,110,0530,臺北市,萬華區
強制性交,110,0617,高雄市,小港區
強制性交,110,0619,新北市,樹林區
強盜,110,0401,新北市,板橋區
強盜,110,0402,雲林縣,口湖鄉
強盜,110,0412,桃園市,大園區
強盜,110,0414,臺南市,中西區
強盜,110,0416,臺北市,文山區
強盜,110,0422,新北市,淡水區
強盜,110,0422,臺中市,沙鹿區
強盜,110,0422,基隆市,中山區
強盜,110,0424,新竹縣,竹北市
強盜,110,0425,臺中市,北屯區
強盜,110,0426,臺中市,沙鹿區
強盜,110,0428,桃園市,龜山區
強盜,110,0429,花蓮縣,光復鄉
強盜,110,0430,基隆市,信義區
強盜,110,0503,臺南市,柳營區
強盜,110,0508,臺南市,南區
強盜,110,0509,基隆市,中正區
強盜,110,0511,臺北市,中山區
強盜,110,0517,桃園市,平鎮區
強盜,110,0517,彰化縣,社頭鄉
強盜,110,0519,臺北市,大安區
強盜,110,0520,臺中市,北屯區
強盜,110,0521,嘉義縣,朴子市
強盜,110,0522,新竹縣,湖口鄉
強盜,110,0523,高雄市,鳳山區
強盜,110,0524,高雄市,仁武區
強盜,110,0528,臺中市,南屯區
強盜,110,0529,屏東縣,新園鄉
強盜,110,0529,臺北市,士林區
強盜,110,0531,新北市,新店區
強盜,110,0602,嘉義市,東區
強盜,110,0609,桃園市,楊梅區
強盜,110,0611,臺南市,永康區
強盜,110,0613,桃園市,大園區
強盜,110,0613,基隆市,中山區
強盜,110,0618,嘉義市,西區
強盜,110,0619,高雄市,鳳山區
強盜,110,0620,新北市,新莊區
強盜,110,0622,新北市,新莊區
搶奪,110,0401,南投縣,草屯鎮
搶奪,110,0403,高雄市,苓雅區
搶奪,110,0405,宜蘭縣,礁溪鄉
搶奪,110,0405,高雄市,楠梓區
搶奪,110,0407,苗栗縣,苗栗市
搶奪,110,0411,臺南市,北區
搶奪,110,0414,臺南市,北區
搶奪,110,0416,高雄市,左營區
搶奪,110,0416,新北市,泰山區
搶奪,110,0418,新北市,板橋區
搶奪,110,0420,高雄市,左營區
搶奪,110,0422,屏東縣,內埔鄉
搶奪,110,0424,桃園市,桃園區
搶奪,110,0424,高雄市,鳳山區
搶奪,110,0426,新竹市,東區
搶奪,110,0429,臺南市,安南區
搶奪,110,0430,新北市,板橋區
搶奪,110,0504,臺北市,士林區
搶奪,110,0510,臺中市,西屯區
搶奪,110,0512,屏東縣,高樹鄉
搶奪,110,0516,新北市,三重區
搶奪,110,0517,臺北市,南港區
搶奪,110,0521,臺南市,南區
搶奪,110,0523,高雄市,阿蓮區
搶奪,110,0525,新北市,新店區
搶奪,110,0529,新北市,蘆洲區
搶奪,110,0601,臺中市,北區
搶奪,110,0602,新北市,樹林區
搶奪,110,0606,臺中市,北區
搶奪,110,0614,屏東縣,內埔鄉
搶奪,110,0617,新北市,新莊區
搶奪,110,0617,臺北市,大同區
搶奪,110,0621,新北市,泰山區
搶奪,110,0627,臺北市,北投區
機車竊盜,110,0401,新北市,樹林區
機車竊盜,110,0401,新竹市,東區
機車竊盜,110,0401,高雄市,
機車竊盜,110,0401,南投縣,
機車竊盜,110,0401,新竹縣,
機車竊盜,110,0401,臺中市,西屯區
機車竊盜,110,0401,臺北市,萬華區
機車竊盜,110,0401,臺南市,
機車竊盜,110,0401,高雄市,
機車竊盜,110,0401,新竹市,
機車竊盜,110,0401,桃園市,
機車竊盜,110,0401,桃園市,八德區
機車竊盜,110,0402,新竹縣,
機車竊盜,110,0402,高雄市,楠梓區
機車竊盜,110,0402,臺北市,文山區
機車竊盜,110,0402,新北市,汐止區
機車竊盜,110,0402,雲林縣,斗六市
機車竊盜,110,0402,臺南市,
機車竊盜,110,0402,高雄市,甲仙區
機車竊盜,110,0402,彰化縣,大城鄉
機車竊盜,110,0402,臺南市,
機車竊盜,110,0402,高雄市,
機車竊盜,110,0402,新北市,板橋區
機車竊盜,110,0402,臺南市,善化區
機車竊盜,110,0402,屏東縣,車城鄉
機車竊盜,110,0402,臺中市,太平區
機車竊盜,110,0402,新北市,
機車竊盜,110,0403,臺南市,
機車竊盜,110,0403,新竹縣,關西鎮
機車竊盜,110,0403,高雄市,
機車竊盜,110,0403,臺南市,
機車竊盜,110,0403,宜蘭縣,蘇澳鎮
機車竊盜,110,0403,桃園市,
機車竊盜,110,0403,臺中市,中區
機車竊盜,110,0403,臺中市,大肚區
機車竊盜,110,0403,桃園市,
機車竊盜,110,0403,新北市,
機車竊盜,110,0404,新北市,
機車竊盜,110,0404,新北市,中和區
機車竊盜,110,0404,新竹市,北區
機車竊盜,110,0404,新北市,永和區
機車竊盜,110,0404,金門縣,金沙鎮
機車竊盜,110,0404,嘉義市,西區
機車竊盜,110,0404,屏東縣,
機車竊盜,110,0404,臺中市,
機車竊盜,110,0404,臺南市,
機車竊盜,110,0404,宜蘭縣,羅東鎮
機車竊盜,110,0405,高雄市,
機車竊盜,110,0405,高雄市,
機車竊盜,110,0405,臺南市,
機車竊盜,110,0405,南投縣,埔里鎮
機車竊盜,110,0405,高雄市,
機車竊盜,110,0405,新竹縣,竹北市
機車竊盜,110,0405,桃園市,
機車竊盜,110,0405,屏東縣,長治鄉
機車竊盜,110,0405,苗栗縣,
機車竊盜,110,0406,臺北市,
機車竊盜,110,0406,雲林縣,
機車竊盜,110,0406,基隆市,
機車竊盜,110,0406,新北市,
機車竊盜,110,0406,臺北市,北投區
機車竊盜,110,0406,新北市,
機車竊盜,110,0406,桃園市,
機車竊盜,110,0406,新竹縣,
機車竊盜,110,0406,臺北市,文山區
機車竊盜,110,0406,高雄市,
機車竊盜,110,0406,高雄市,
機車竊盜,110,0406,花蓮縣,玉里鎮
機車竊盜,110,0406,基隆市,仁愛區
機車竊盜,110,0406,苗栗縣,
機車竊盜,110,0406,新北市,
機車竊盜,110,0406,高雄市,新興區
機車竊盜,110,0406,宜蘭縣,員山鄉
機車竊盜,110,0406,臺北市,大安區
機車竊盜,110,0406,新北市,三重區
機車竊盜,110,0407,桃園市,
機車竊盜,110,0407,臺北市,
機車竊盜,110,0407,新竹縣,
機車竊盜,110,0407,嘉義縣,太保市
機車竊盜,110,0407,新北市,
機車竊盜,110,0407,臺東縣,
機車竊盜,110,0407,彰化縣,社頭鄉
機車竊盜,110,0408,臺北市,士林區
機車竊盜,110,0408,臺中市,
機車竊盜,110,0408,高雄市,苓雅區
機車竊盜,110,0408,新竹縣,
機車竊盜,110,0408,新北市,
機車竊盜,110,0408,苗栗縣,頭份市
機車竊盜,110,0408,新北市,樹林區
機車竊盜,110,0409,臺中市,東勢區
機車竊盜,110,0409,新北市,
機車竊盜,110,0409,臺南市,善化區
機車竊盜,110,0409,新北市,蘆洲區
機車竊盜,110,0409,臺南市,鹽水區
機車竊盜,110,0409,宜蘭縣,
機車竊盜,110,0409,桃園市,
機車竊盜,110,0409,臺南市,
機車竊盜,110,0410,桃園市,八德區
機車竊盜,110,0410,桃園市,
機車竊盜,110,0410,新北市,
機車竊盜,110,0410,桃園市,
機車竊盜,110,0410,新竹市,
機車竊盜,110,0410,宜蘭縣,宜蘭市
機車竊盜,110,0410,臺南市,新營區
機車竊盜,110,0410,南投縣,
機車竊盜,110,0410,新竹縣,關西鎮
機車竊盜,110,0410,臺南市,
機車竊盜,110,0410,高雄市,三民區
機車竊盜,110,0410,臺中市,
機車竊盜,110,0411,桃園市,
機車竊盜,110,0411,新北市,
機車竊盜,110,0411,高雄市,
機車竊盜,110,0411,新北市,
機車竊盜,110,0411,新北市,
機車竊盜,110,0411,新竹市,北區
機車竊盜,110,0411,嘉義市,西區
機車竊盜,110,0411,屏東縣,
機車竊盜,110,0412,新竹縣,
機車竊盜,110,0412,臺北市,
機車竊盜,110,0412,高雄市,
機車竊盜,110,0412,高雄市,左營區
機車竊盜,110,0412,臺中市,
機車竊盜,110,0412,雲林縣,元長鄉
機車竊盜,110,0412,臺北市,信義區
機車竊盜,110,0412,新竹縣,
機車竊盜,110,0412,新竹市,北區
機車竊盜,110,0412,新北市,
機車竊盜,110,0412,桃園市,桃園區
機車竊盜,110,0413,新竹縣,
機車竊盜,110,0413,新北市,
機車竊盜,110,0413,雲林縣,斗六市
機車竊盜,110,0413,南投縣,
機車竊盜,110,0413,臺中市,北屯區
機車竊盜,110,0413,屏東縣,
機車竊盜,110,0413,新竹市,
機車竊盜,110,0414,臺南市,
機車竊盜,110,0414,新北市,中和區
機車竊盜,110,0414,苗栗縣,
機車竊盜,110,0414,高雄市,大寮區
機車竊盜,110,0414,臺中市,北屯區
機車竊盜,110,0414,彰化縣,
機車竊盜,110,0414,桃園市,
機車竊盜,110,0414,臺北市,北投區
機車竊盜,110,0414,臺南市,
機車竊盜,110,0414,新竹市,
機車竊盜,110,0414,臺中市,
機車竊盜,110,0414,新北市,
機車竊盜,110,0415,南投縣,南投市
機車竊盜,110,0415,新北市,板橋區
機車竊盜,110,0415,南投縣,
機車竊盜,110,0415,新北市,
機車竊盜,110,0415,彰化縣,彰化市
機車竊盜,110,0415,花蓮縣,吉安鄉
機車竊盜,110,0415,新竹市,
機車竊盜,110,0415,桃園市,
機車竊盜,110,0415,桃園市,
機車竊盜,110,0415,桃園市,
機車竊盜,110,0415,新北市,蘆洲區
機車竊盜,110,0415,臺南市,
機車竊盜,110,0415,臺北市,
機車竊盜,110,0415,臺南市,六甲區
機車竊盜,110,0415,臺中市,新社區
機車竊盜,110,0415,嘉義市,
機車竊盜,110,0415,臺南市,
機車竊盜,110,0415,臺北市,
機車竊盜,110,0415,高雄市,
機車竊盜,110,0415,基隆市,
機車竊盜,110,0415,新北市,
機車竊盜,110,0416,臺中市,沙鹿區
機車竊盜,110,0416,基隆市,
機車竊盜,110,0416,嘉義縣,布袋鎮
機車竊盜,110,0416,新竹縣,
機車竊盜,110,0416,桃園市,
機車竊盜,110,0416,南投縣,埔里鎮
機車竊盜,110,0416,高雄市,
機車竊盜,110,0416,新北市,
機車竊盜,110,0416,高雄市,
機車竊盜,110,0416,高雄市,
機車竊盜,110,0417,桃園市,
機車竊盜,110,0417,高雄市,
機車竊盜,110,0417,桃園市,
機車竊盜,110,0417,新竹市,東區
機車竊盜,110,0417,彰化縣,
機車竊盜,110,0417,新北市,板橋區
機車竊盜,110,0417,臺中市,豐原區
機車竊盜,110,0417,臺北市,
機車竊盜,110,0417,臺北市,
機車竊盜,110,0417,新北市,
機車竊盜,110,0417,新北市,中和區
機車竊盜,110,0417,高雄市,苓雅區
機車竊盜,110,0417,新北市,板橋區
機車竊盜,110,0418,新北市,三重區
機車竊盜,110,0418,臺中市,
機車竊盜,110,0418,臺中市,太平區
機車竊盜,110,0418,高雄市,
機車竊盜,110,0418,屏東縣,
機車竊盜,110,0418,臺中市,北區
機車竊盜,110,0418,彰化縣,員林市
機車竊盜,110,0418,臺北市,萬華區
機車竊盜,110,0418,新北市,板橋區
機車竊盜,110,0418,臺東縣,
機車竊盜,110,0418,新竹市,北區
機車竊盜,110,0418,臺北市,
機車竊盜,110,0418,新北市,板橋區
機車竊盜,110,0418,新北市,三重區
機車竊盜,110,0418,屏東縣,
機車竊盜,110,0418,臺中市,
機車竊盜,110,0418,新竹縣,湖口鄉
機車竊盜,110,0418,臺中市,北區
機車竊盜,110,0418,新竹市,
機車竊盜,110,0418,基隆市,
機車竊盜,110,0419,高雄市,
機車竊盜,110,0419,高雄市,
機車竊盜,110,0419,嘉義縣,太保市
機車竊盜,110,0419,新竹市,
機車竊盜,110,0419,桃園市,
機車竊盜,110,0419,高雄市,
機車竊盜,110,0419,新北市,
機車竊盜,110,0419,桃園市,
機車竊盜,110,0419,新竹市,
機車竊盜,110,0419,高雄市,美濃區
機車竊盜,110,0419,高雄市,
機車竊盜,110,0419,臺北市,中正區
機車竊盜,110,0419,臺北市,
機車竊盜,110,0419,新北市,三峽區
機車竊盜,110,0419,臺北市,大同區
機車竊盜,110,0419,宜蘭縣,羅東鎮
機車竊盜,110,0419,臺北市,
機車竊盜,110,0420,臺中市,
機車竊盜,110,0420,高雄市,
機車竊盜,110,0420,新北市,
機車竊盜,110,0420,臺北市,
機車竊盜,110,0420,新竹縣,新豐鄉
機車竊盜,110,0420,高雄市,
機車竊盜,110,0420,臺中市,
機車竊盜,110,0420,新北市,三峽區
機車竊盜,110,0420,新北市,永和區
機車竊盜,110,0420,新竹市,
機車竊盜,110,0420,基隆市,仁愛區
機車竊盜,110,0420,新竹市,
機車竊盜,110,0421,苗栗縣,苗栗市
機車竊盜,110,0421,高雄市,新興區
機車竊盜,110,0421,桃園市,
機車竊盜,110,0421,桃園市,
機車竊盜,110,0421,臺北市,士林區
機車竊盜,110,0421,新竹市,
機車竊盜,110,0421,臺南市,
機車竊盜,110,0421,臺中市,
機車竊盜,110,0422,屏東縣,
機車竊盜,110,0422,臺中市,
機車竊盜,110,0422,桃園市,
機車竊盜,110,0422,臺北市,
機車竊盜,110,0422,臺東縣,
機車竊盜,110,0422,苗栗縣,
機車竊盜,110,0422,臺中市,大里區
機車竊盜,110,0423,桃園市,
機車竊盜,110,0423,新北市,永和區
機車竊盜,110,0423,高雄市,
機車竊盜,110,0423,桃園市,桃園區
機車竊盜,110,0423,臺北市,萬華區
機車竊盜,110,0423,新北市,
機車竊盜,110,0423,新北市,
機車竊盜,110,0423,新北市,
機車竊盜,110,0423,雲林縣,
機車竊盜,110,0423,臺北市,
機車竊盜,110,0423,高雄市,
機車竊盜,110,0423,宜蘭縣,羅東鎮
機車竊盜,110,0423,宜蘭縣,
機車竊盜,110,0423,桃園市,
機車竊盜,110,0424,臺北市,士林區
機車竊盜,110,0424,彰化縣,大村鄉
機車竊盜,110,0424,彰化縣,
機車竊盜,110,0424,嘉義市,
機車竊盜,110,0424,臺中市,
機車竊盜,110,0424,桃園市,
機車竊盜,110,0424,新竹市,
機車竊盜,110,0424,桃園市,
機車竊盜,110,0424,基隆市,
機車竊盜,110,0424,高雄市,
機車竊盜,110,0424,桃園市,
